Incident_ID,Date,Type,Gravite,Statut,Actif_ID,Temps_Resolution_Heures
INC-0779,2025-11-24,Sécurité,Critique,En cours,ACT-001,0
INC-0780,2025-07-22,Applicatif,Basse,Résolu,ACT-001,51
INC-0781,2024-03-28,Sécurité,Basse,Résolu,ACT-048,45
INC-0782,2025-10-23,Matériel,Basse,En cours,ACT-012,0
INC-0783,2024-09-15,Applicatif,Basse,En cours,ACT-043,0
INC-0784,2024-02-25,Matériel,Moyenne,Fermé,ACT-036,10
INC-0785,2024-03-09,Sécurité,Basse,En cours,ACT-047,0
INC-0786,2024-12-04,Sécurité,Basse,Résolu,ACT-042,31
INC-0787,2025-09-26,Réseau,Critique,En cours,ACT-021,0
INC-0788,2024-12-02,Matériel,Moyenne,Résolu,ACT-045,20
INC-0789,2025-01-08,Sécurité,Critique,Résolu,ACT-011,1
INC-0790,2024-08-14,BDD,Basse,Résolu,ACT-024,18
INC-0791,2024-12-05,BDD,Moyenne,Résolu,ACT-023,40
INC-0792,2024-04-21,Applicatif,Moyenne,Résolu,ACT-006,36
INC-0793,2024-05-23,Matériel,Basse,Fermé,ACT-047,10
INC-0794,2024-01-20,Matériel,Moyenne,Fermé,ACT-053,52
INC-0795,2024-08-05,Réseau,Moyenne,Fermé,ACT-035,70
INC-0796,2024-06-01,Sécurité,Moyenne,Résolu,ACT-058,38
INC-0797,2025-05-28,Matériel,Basse,En cours,ACT-024,0
INC-0798,2025-11-09,Applicatif,Haute,Résolu,ACT-052,22
INC-0799,2024-05-23,BDD,Basse,Fermé,ACT-037,19
INC-0800,2025-05-10,Sécurité,Basse,Fermé,ACT-049,63
